Title,Review,Rating,Have assessablity Issue,Assessability Issue Type
Since the update I canâ€™t log in,"Since I updated the new version it wonâ€™t log me in it keeps saying update app even I already updated. I even deleted the app and reloaded it , but it still wonâ€™t work.",1,No,Non-Accessibility Issues (NO)
New update! TRASH!,"Thereâ€™s a new update, and for the last two days I have been unable to log in. It keeps popping up about the â€œ update â€œ and sending me to App Store. Iâ€™ve uninstalled it 3 times and it still keeps happening.",1,No,Non-Accessibility Issues (NO)
Update,Something is wrong with the update everytime I click on the app it keeps saying update and I already did so I canâ€™t see anything on my profile but that. Please fix this soon,1,No,Non-Accessibility Issues (NO)
Annoyed,Since last update it is not working. Message keeps popping up telling me to update to latest version when it has already been updated.,1,No,Non-Accessibility Issues (NO)
Does not work,Let's you log in but you can't see your balance or messages whether sent or received. Pointless to have if the reasons for getting it are not functioning.,1,No,Non-Accessibility Issues (NO)
Crashing!,This update now causes the app to crash as soon as you try to do anything with messaging! Had a new message from my fiancÃ© and the app never told me! Thankfully I logged onto the site or Iâ€™d have never known!,1,Yes,Input and Control Issues (INPUT)
Why,I just updated the app and now Iâ€™m not able to see if they are online or not and not able to page them to call me how do I fix that or go back to the old set up ???,1,No,Non-Accessibility Issues (NO)
Horrible update!,I updated it and now it doesnt even work at all! I have iPhone SE and it just says please update wonâ€™t let me get past that home screen w the pop up saying to update which Iâ€™ve already done.,1,No,Non-Accessibility Issues (NO)
Update version keep popping up,I use this app to send my boyfriend money but now it keep to update to the 3.0.0 version but it already has but wonâ€™t let me sign in because that update keep popping up,1,No,Non-Accessibility Issues (NO)
Horrible,I've been trying to post a payment for the past two days and I keep getting an era message I tried going on my laptop and do the mobile version nothing is working,1,No,Non-Accessibility Issues (NO)
Awful,Not able to make a payment without an error screen. Unable to move through the app without it freezing or logging you out.,1,Yes,Input and Control Issues (INPUT)
Adding funds,"Adding funds used to be so quick and easy. Now it takes forever, with thus new option to â€œoptimize your depositâ€. Not a fan of how slow the app has gotten.",1,No,Non-Accessibility Issues (NO)
Only good for one thing..,Only thing I can effortlessly do.. is out money on my phone in seconds but why canâ€™t I even use messaging.. one itâ€™s easier itâ€™s cheaper and I mean it crashes everytime I try to use it,1,Yes,Input and Control Issues (INPUT)
App wonâ€™t open,Keeps saying there is a newer version of this app. Click update but it takes you to App Store and it just saids open. Than back to screen saying newer version of this app. Canâ€™t get into app.,1,No,Non-Accessibility Issues (NO)
Awful,Ever since the update I have not been able to use the app keeps telling me there is a new update and install please fix ASAP was working perfect before would give no stars if I could,1,No,Non-Accessibility Issues (NO)
New update not working!,I did the new update and now it wonâ€™t even open the app. This is so frustrating. It keeps giving me an alert that thereâ€™s a new update even though the update was done.,1,No,Non-Accessibility Issues (NO)
Update,Since the update it keeps telling me to update my account! Now I canâ€™t access anything because it wants me to update and I already did so I canâ€™t update anymore I even updated my phone for this app and NOTHING HAS CHANGED,1,No,Non-Accessibility Issues (NO)
Update made this worse,The app worked fine before the most recent update... now it doesnâ€™t work to add funds. I try clicking â€œNextâ€ and it doesnâ€™t work... nothing happens,1,No,Non-Accessibility Issues (NO)
Wack,A lot of bug fixes need to be made. It took me ten times just to set up my profile (which still hasnâ€™t been set up yet). They also charge for every little thing. This app is useless.,1,No,Non-Accessibility Issues (NO)
New version,"Unable to install new version 3.0 
 I click on ok and nothing, tried deleting the app and restarting my iPhone 7plus and still nothing. I would give a no star if it was available",1,No,Non-Accessibility Issues (NO)
Whatâ€™s wrong,What is wrong with the app? It keeps telling me I have to update but it updated 3 days ago and it still wonâ€™t let me on I deleted it and downloaded it again and itâ€™s still not working,1,No,Non-Accessibility Issues (NO)
I wouldnâ€™t use this,Worked great the first few weeks now that there is money on the app all of a sudden it keeps telling me I have to update the app but doesnâ€™t let me update or even give me the option. STUPID.,1,No,Non-Accessibility Issues (NO)
Unable to log on to get emails.,Updated app and now unable to open emails. Always seems to be an issue after updates. Happened before.,1,No,Non-Accessibility Issues (NO)
Crap app!,"I go in and tells me update available, hit that goes to my apps which has already been updated and tells me to open, and repeat process. Canâ€™t even open the darn thing!",1,No,Non-Accessibility Issues (NO)
What is wrong with this app?!,"I have a message waiting from a relative and I canâ€™t read it cause it keeps saying I need to update, even though I donâ€™t. I even re-installed the app! I didnâ€™t pay for this janky app to not work.",1,No,Non-Accessibility Issues (NO)
Not happy,I keep getting a notification to update the app. I click on it and j don't have an option to update. I tried to contact customer service and got no response to my message,1,No,Non-Accessibility Issues (NO)
"Already Updated, App Wonâ€™t Open",Iâ€™ve already updated the app and when I go to open it up I am prompted to update the app. The prompt doesnâ€™t then disappear from the app screen so I am unable to fully open the app.,1,Yes,UI Accessibility Issues (UI)
Entirely upset,After this new update I have not been able to access the app it continues to tell me to update it when I already have. Worked great previous to the update!!! Thumbs downðŸ‘ŽðŸ½,1,No,Non-Accessibility Issues (NO)
Not working,Everything worked until I updated it and now it just keeps saying to do it. I deleted and reinstalled and still nothing. This app is really crappy,1,No,Non-Accessibility Issues (NO)
Too many bugs,This app is terrible I put money on my account and it wonâ€™t let me even add a person now itâ€™s telling me I have to update the app and itâ€™s not letting me in frustrating at its best! Sign I want my money back,1,No,Non-Accessibility Issues (NO)
Syncing issue,"I can log in but cannot see messages. I get an error that says info was partially synced, will try again later. I can only send and receive messages from a computer",1,Yes,Input and Control Issues (INPUT)
Worst customer service *,With credit on my account & canâ€™t receive calls .. the customer service wonâ€™t listen to your issues with the service.,1,No,Non-Accessibility Issues (NO)
What am I doing wrong?,Iâ€™ve had this app for at least a year and now itâ€™s saying I need to update to latest version but itâ€™s not doing so and is preventing me from going beyond that message to log in - need assistance please,1,Yes,UI Accessibility Issues (UI)
Terrible Update,"The app worked fine from day one for me. Now after the new update, everytime i open it it says to update it but itâ€™s up to date. I canâ€™t even do anything on it now",1,No,Non-Accessibility Issues (NO)
Not working,This app keeps saying a new version is available please download the latest version and takes me to the App Store and it is already updated. I can not open the app at all.,1,No,Non-Accessibility Issues (NO)
Updates,This app is constantly telling me in order to log back in I have to update to 3.0 and Iâ€™m doing that Iâ€™ll go and log in again and itâ€™s still saying update smh what is the problem!!!,1,No,Non-Accessibility Issues (NO)
Bad update,Canâ€™t send credits to inmates to be able to respond back to messages and no longer receive notifications that I received a message. Please fix this issue!,1,Yes,Input and Control Issues (INPUT)
Website and app doesn't work,Tried to add an inmate and it won't let me. The website keeps telling me to add a facility. And the app won't allow me to search for an inmate. And I'm not exactly sure how much money to add either. Smh please fix!,1,Yes,Input and Control Issues (INPUT)
Scam,My boyfriend has been trying to call me and l customer service keeps making me add more money and the calls still do not work !!! They want to charge you crazy prices for everything,1,No,Non-Accessibility Issues (NO)
Terrible Update,Was FORCED to update the app and now I canâ€™t see read or send messages to my loved one. Nor can I add money or buy credits. Updates should not be mandatory especially when it results in a faulty app.,1,Yes,UI Accessibility Issues (UI)
Horrible,"wish I could rate the app ZERO stars, since we were forced to do a update. Half of the screen is black and it keeps crashing every time I try to make a new message. Please fix ASAP!",1,Yes,UI Accessibility Issues (UI)
App not even working right now!,"Been trying for a week to get on, when I try to log on it glitches back to the phone main screen. App doesnâ€™t even work.",1,No,Non-Accessibility Issues (NO)
BAD,Every since mine updated 13 hours ago it hasnâ€™t worked itâ€™s been saying that thereâ€™s a new update available but it wonâ€™t open the app so I have to use this site,1,No,Non-Accessibility Issues (NO)
Update,I havenâ€™t had any issues with this app until now. Itâ€™s saying update; I go to update and it wonâ€™t. I use the app just to add money to my account. It is easier but now I am having this issue,1,No,Non-Accessibility Issues (NO)
..,This app is stupid asf and it keeps telling me I need the latest version in order to open the app but I have the new version Iâ€™m over it I deleted it and added it back about 3 times already,1,No,Non-Accessibility Issues (NO)
It isnâ€™t working,"I completed the update and now itâ€™s not working! 
 
 Iâ€™m still getting a notification to upgrade it after that has been completed.",1,No,Non-Accessibility Issues (NO)
Update is not working,It keeps telling me to update the app but it doesnâ€™t work. I just bought a $4 package and I cannot use it. I also cannot receive my messages. Please fix this ASAP. Thanks,1,No,Non-Accessibility Issues (NO)
Awful,I have had only 2 issues with this app and now it keeps telling me I need to update it and itâ€™s already been updated uninstalled and reinstalled multiple times.,1,No,Non-Accessibility Issues (NO)
Worst app in the App Store,This app is entirely to slow! The money process is inaccurate. The support and customer service is horrible. You guys need to get it together. I will be contacting your higher up management because this is unacceptable!,1,No,Non-Accessibility Issues (NO)
Garbage,"This app is garbage. Only 2 deposits went through out of an attempted 14. 
 Terrible. Phone automated service even did the same thing. Youâ€™d think theyâ€™d get it together charging a 10% deposit fee.",1,No,Non-Accessibility Issues (NO)
The worst ever,Every time I just have issue sending messages many time I canâ€™t send a whole message login in a problem with updates please fixed,1,Yes,Input and Control Issues (INPUT)
Canâ€™t Log In,Can not even log in every time I go to the app it says I have an update available then as soon as I update it and try to open the app it still wonâ€™t let me log in,1,Yes,UI Accessibility Issues (UI)
Robin,"This stupid app says to update, I did , I shut off my phone rebooted it took the app off and I still get the stupid message to update. Canâ€™t put money on his phone nothing .... very frustrating and pain in the tush!",1,No,Non-Accessibility Issues (NO)
The new update,I update my app as it told me to and now every time I go back to the app it tells me I need to update to the new version which I already did. I canâ€™t get into the app at all anymore. Please fix ASAP,1,Yes,Input and Control Issues (INPUT)
Glitch or my phone,"I am forced to upgrade to the new version which itâ€™s not allowing me to do so on my phone after numerous attempts, in the meantime I have to log on online instead to add more funds. Inconvenience.",1,No,Non-Accessibility Issues (NO)
Can't login,"Every time I try to login it's saying login failed or error half sync
 I hv 2 emails waiting to be read and 1 I can't send and I know I'm not getting a refund for my credits 
 Come on now fix the problems PLEASE",1,Yes,UI Accessibility Issues (UI)
App not working.,"Usually have no problems w/ app , but since updating today I havenâ€™t been able to read my messages in my inbox or send messages.",1,Yes,Input and Control Issues (INPUT)
Piece of it,"This app, along with the web site, are very poor. I canâ€™t believe our tax dollars were used to pay for this junk. Itâ€™s incomplete, poorly designed, poor performance, etc.",1,No,Non-Accessibility Issues (NO)
Horrible donâ€™t download,This app will not let u sign into ur account and it stops you from setting up a new account by saying your email is invalid. This app gets worse n worse,1,Yes,UI Accessibility Issues (UI)
Get this app fixed and get English people to talk too,Canâ€™t have phone calls nothings says I forgot password and login grrr this needs to get resolved seriously. This app is horrible rude non speaking English people. This is wrong,1,No,Non-Accessibility Issues (NO)
Update is terrible,"I cannot log into my account the icon of update to new version keeps popping up , someone needs to fix them please. I am disappointed",1,Yes,UI Accessibility Issues (UI)
Frustrating.,Every time I open the app it tells me I need to update it but when I go to update their isnâ€™t one and now I cannot use the app I have to log in through google .,1,Yes,UI Accessibility Issues (UI)
Wonâ€™t update,Says thereâ€™s a new update 3.0 but wonâ€™t let me download it so Iâ€™m stuck in a circle of going to the app and seeing it say you need to update then going to the App Store and just seeing it say Open.,1,Yes,UI Accessibility Issues (UI)
Rude customer,Oh boy- This company is making so much money and they have the rudest customer service possible? Itâ€™s disgusting but thereâ€™s no other options if I want to talk to my family on the phone? Go figure!,1,No,Non-Accessibility Issues (NO)
Useless,"Whatâ€™s the point in this app is it doesnâ€™t find inmates?? I canâ€™t find my mother on it using the same info as on the computer, it glitches and freezes nonstop. Itâ€™s 2019, this app is straight from 2002",1,Yes,Navigation and Interaction Problems (NAV)
Poor update,"Iâ€™m not happy with the new update. I open the app and itâ€™s says download the latest version which I did, doesnâ€™t do anything else! I canâ€™t do anything but close the app! Please fix!",1,Yes,UI Accessibility Issues (UI)
Fix your current update!,"This is the worst app I have ever encountered. Forced me to update, I downloaded and when I go to open the app it does not recognize that the update was downloaded. Fix this garbage!",1,Yes,UI Accessibility Issues (UI)
Dumb,Itâ€™s stupid mine worked fine tell I updated it now I canâ€™t get it to work at all and it doesnâ€™t give you the option to put it the way it was yayyyy me thanks for nothing,1,Yes,UI Accessibility Issues (UI)
Crap,Keeps telling me thereâ€™s an update for this app. When I go to the App Store to update it there is no update. Please fix this ASAP. This app is the only way of communication for some of us with our loved ones.,1,Yes,UI Accessibility Issues (UI)
Update,"I have uninstalled and reinstalled but the update pop up still comes up. Itâ€™s been updated. I went to regular site and pop up to update still came up. I canâ€™t even use the app. 
 #BOGISH",1,Yes,UI Accessibility Issues (UI)
Help,"I have my inmate in my contacts but when I go to send a message , they say they canâ€™t find a match . I donâ€™t understand . And when I try to request a call itâ€™s says the same thing",1,Yes,Navigation and Interaction Problems (NAV)
"APP NOT RESPONDING, CANT ADD FUNDS ON APP !!","this app was doing so well , now it's not loading properly when opened also there's no option to add funds on the app, i had to go online & find the automated voice phone system! takes forever & very inconvenient! PLEASEE FIX !!!",1,Yes,UI Accessibility Issues (UI)
Is this for real?,It won't let me do anything. This is hands down the worst app I have ever attempted to use. I can't even add an inmate. Don't waste your time. All the reviews are bad. You'd think they would try to fix it.,1,Yes,UI Accessibility Issues (UI)
Deposits are not made to accounts!,Phone calls result in being given the run around. Donâ€™t start doing business with these thieves unless absolutely necessary!,1,No,Non-Accessibility Issues (NO)
Whatâ€™s the issue???,"It keeps saying to update it to version 3.0.0 but when I click update, it takes me to the App Store where doesnâ€™t give me the option to update",1,Yes,UI Accessibility Issues (UI)
Inmate mother,I updated to the new version and to the date now have not been able to open the app. It keeps telling me to update qhich i have done....helppp 2 stars cuz the old version atleast worked,1,Yes,UI Accessibility Issues (UI)
Unable to open app,Since this newest update i am unable to open app. Requesting that i update an already updated app. I even deleted the app and reinstalled and still no luck!,1,Yes,UI Accessibility Issues (UI)
Fix it,I went to log in and it told me to update so I did. Now when I click on app it continues to say update and now I cannot use the app. This is the worse app ever! Absolutely hate it!,1,Yes,UI Accessibility Issues (UI)
Please fix,The app keeps asking me to update to 30.0 version and I have but I still keep getting the update screen error. I had to go online and fund money for my loved one,1,Yes,UI Accessibility Issues (UI)
iPhone 8plus donâ€™t work,"I have been using this app for over a year for connecting to my love ones. Since I got my new iPhone 8 Plus this app does not work, I have to login to the desk site to do anything.",1,No,Non-Accessibility Issues (NO)
Sign in issues,"I can sign in fine on the internet, but the app tells me that itâ€™s an invalid login. Iâ€™ve deleted and reinstalled the app and changed my password and it refuses to let me sign in.",1,Yes,Input and Control Issues (INPUT)
Not working since new update,Canâ€™t get past new update screen. I hit update just to be sent to iTunes where it doesnâ€™t give any options but to open the app.,1,Yes,UI Accessibility Issues (UI)
Wonâ€™t work on this new update,"Wonâ€™t work with the new update! I canâ€™t get on to talk to my inmate, it keeps telling me it needs to update, when the update Already went through! Help",1,Yes,UI Accessibility Issues (UI)
It keeps saying update after I already updated it,Updated and still saying update always something with this app,1,Yes,UI Accessibility Issues (UI)
Update,"Whenever l try and access my app it tells me there is an update, and when I try to go and update it thereâ€™s no update there. Very annoying please fix it!",1,Yes,UI Accessibility Issues (UI)
Update,There is suppose to be an update but itâ€™s not showing up. Locked out of app until update comes. I have uninstalled and reinstalled twice and nothing.,1,Yes,UI Accessibility Issues (UI)
App does not work,"I have updated the app and it continues to tell me to update. It wonâ€™t let me use it, I had already updated it. This app does not work. If I could give it zero stars I would.",1,Yes,UI Accessibility Issues (UI)
Says new update but there isnâ€™t one,Canâ€™t get onto the app. Says a new update is available but there is no new update when i go to the App Store. Even deleted it and tried to redownload it.,1,Yes,UI Accessibility Issues (UI)
I hate it,"Don't like the fact that the app only supports phone pay accounts, and adding money to an inmates account. There needs to be an email option.",1,No,Non-Accessibility Issues (NO)
Advance pay account,You guys say you fixed the dark mode but now I canâ€™t add money to my advance pay account it wonâ€™t let me press next itâ€™s very frustrating.,1,Yes,Input and Control Issues (INPUT)
Problems,Iâ€™ve had nothin but problems wit the app since I got my new iPhone a wk ago. I canâ€™t read msgs or get notifications. It wonâ€™t show the names of people I have in it either.,1,Yes,Navigation and Interaction Problems (NAV)
Weak,Always a problem with this app but never a problem with them taking your money Iâ€™m very disappointed in the app and the company as a whole,1,No,Non-Accessibility Issues (NO)
Update,"Keeps saying I need to update the app and itâ€™s already updated. Which is not allowing me to use the app. This is ridiculous, I havenâ€™t had an issue wit the app until now.",1,Yes,UI Accessibility Issues (UI)
Unable to UPDATE,This app needs a little work before you say itâ€™s an update available. I can not update to send my family money for phone and account.,1,Yes,UI Accessibility Issues (UI)
Loved app until new update,App was great until it asked to do update an I said yes now I canâ€™t get on this app at all!! Just keeps telling me to update an I did! Very mad now canâ€™t send pics or add any money what so ever. ðŸ˜¡,1,Yes,UI Accessibility Issues (UI)
Updated but now not working,Iâ€™ve updated my app to 3.0 and when I go to log on it pops up to update and goes back to showing itâ€™s updated. Very frustrated,1,Yes,UI Accessibility Issues (UI)
Update??,"Worst customer service ever! If your working on an update donâ€™t make the prior version unavailable, then tell us there is no eta when the update will be available.",1,No,Non-Accessibility Issues (NO)
Help!!!,This app keeps telling me there is an update but when I try to update it just says open. I have an iPhone 7 and this is the only way to keep in touch with my loved one.,1,Yes,UI Accessibility Issues (UI)
No working,With the new update 3.0 my app is not working. I have a message across the app saying update I have the latest version and it still telling me to update. ðŸ˜¡ please fix ASAP,1,Yes,UI Accessibility Issues (UI)
Problems,"Updated to 3.0.0 and now I canâ€™t go into my app, every time i time i click on it itâ€™s telling me to update it. Itâ€™s nothing to update, Iâ€™ve updated uninstalled and reinstalled",1,Yes,UI Accessibility Issues (UI)
Can not delete old sent messages,Why canâ€™t a person delete old sent messages. Please add this function. This will bring my rating up to. 4 star. Thanks!,1,Yes,Navigation and Interaction Problems (NAV)
Worst app ever,"This is the WORST app I have ever used!! Don't even bother downloading! It won't sign me in! It won't ""click"" anything, it's like all the links and buttons are completely dead. Deleted immediately.",1,Yes,UI Accessibility Issues (UI)
Frustrating waste of time.,I canâ€™t log into the app because it says my login credentials are wrong. But entering the same credentials on the website and it works. So the app is useless.,1,Yes,Input and Control Issues (INPUT)
App,"This is the worst app, I donâ€™t understand. I been trying to get into my account for the longest and I still havenâ€™t receive a email yet I donâ€™t recommend this App to anyone. Sorry",1,Yes,Input and Control Issues (INPUT)
Angry,"For over a day now it keeps telling me to update and I do and I still canâ€™t get it to update. I have took it off my phone, redownloaded and everything. I canâ€™t get in the app at all!!!! ðŸ˜¡",1,Yes,UI Accessibility Issues (UI)
Update how?,In the app it tells me to update and Iâ€™ve been trying over and over and it just keeps looping back and forth between the app and update. I have the 10xs! Help!,1,Yes,UI Accessibility Issues (UI)
New update,DO NOT download the latest update it has a glitch that doesnâ€™t allow you to use the app it keeps saying update when itâ€™s been updated,1,Yes,UI Accessibility Issues (UI)
Worse than ever,Extremely slow. User name and password cannot be saved. Shows incorrect balance. Doesn't run in background. Please make it work. Thanks.,1,Yes,UI Accessibility Issues (UI)
Horrible,Is not working at all I canâ€™t see none of my previous messages nor can I send any messages because the app shuts down,1,Yes,UI Accessibility Issues (UI)
Donâ€™t use,Some reason when I tried to find my inmate I couldent find the state. Im not sure if this is going on with you but I completely wasted my time trying to send money to an inmate.,1,Yes,Navigation and Interaction Problems (NAV)
Update,"Iâ€™m having trouble with the app, itâ€™s saying I have to update to 3.0.0 but every time I go to update it keeps sending me back to the App Store but nothing is changing like itâ€™s not updating.",1,Yes,UI Accessibility Issues (UI)
3.0 Update,"I did the new update and now the app wonâ€™t open. Keeps prompting me to update, when I already have. Very annoying having to go online to send messages vs the app.",1,Yes,UI Accessibility Issues (UI)
Useless,Donâ€™t waste your time after many attempts to register/ set up an account the app would not accept multiple password or user names...,1,Yes,Input and Control Issues (INPUT)
Wonâ€™t let me open it and wonâ€™t let me update either!,What is going on with your app- ever since the update ZERO of my sent messages have been received!!!!,1,Yes,UI Accessibility Issues (UI)
3.0 update is terrible!!!,How are you going to do an updated version but it doesnâ€™t work 3 days after the update was done? Please fix this issue!,1,Yes,UI Accessibility Issues (UI)
New update not working,It told me to update so i did and its still telling me to update it even after i did. I even deleted the app and downloaded it again.,1,Yes,UI Accessibility Issues (UI)
Update,The new version is not letting me update it states that it is not available in the U.S I havenâ€™t been able to use the app since the update need to be fix,1,Yes,UI Accessibility Issues (UI)
Trying to update,Iâ€™m trying to update connect network and it wonâ€™t let me update it so wat do I have to do to update my connect network so I can email my love ones,1,Yes,UI Accessibility Issues (UI)
So stupid,I just barely downloaded this app and it keeps trying to tell me that I have to update there is no update available so I just canâ€™t even use it stupid,1,Yes,UI Accessibility Issues (UI)
The newest update,It says I need to update my app. Yet there is no app update available and I can not access my app without the update. Iâ€™ve tried to uninstall then reinstall. No luck,1,Yes,UI Accessibility Issues (UI)
Update,"Having issues getting into app, it keeps telling me to update with no option to update it when I go to my update area.",1,Yes,UI Accessibility Issues (UI)
Not working properly,Iâ€™ve already updated to the 3.0 version but every time I click in the app it tells me that it isnâ€™t updated.,1,Yes,UI Accessibility Issues (UI)
It wonâ€™t let me login,This app keep saying update but itâ€™s already updated now it wonâ€™t let me in my account to message my inmate back itâ€™s making me very mad,1,Yes,UI Accessibility Issues (UI)
Awful,App use to be simple to use now I canâ€™t even make a deposit on to someoneâ€™s account! Itâ€™s getting ridiculous and needs to be fixed! Itâ€™s for Michigan doc!,1,Yes,UI Accessibility Issues (UI)
Funds do not get updated,After updating to the current version funds total do not update after phone call,1,Yes,UI Accessibility Issues (UI)
Not working on iPhone 6,The app will not recognize valid passwords that work on my phone browser. The valid answer to my security question also not recognized to resend password.,1,Yes,Input and Control Issues (INPUT)
This app is horrible,Once I login to my account I get an error screen. And there's no way to get out of it unless you delete the app. I'd rather use the web browser.,1,Yes,UI Accessibility Issues (UI)
Not working,Just added the app and I can not write messages. Every time I try to write one and I click on the name it goes right to my home screen.,1,Yes,UI Accessibility Issues (UI)
Ehhhh,"The app worked fine and now it keeps saying I need to update it and it wonâ€™t update. Iâ€™ve tried deleting it and redownloading it. I really liked it, now not so much.",1,Yes,UI Accessibility Issues (UI)
Latest update wonâ€™t let me access my app,"Fix this update, my phone says itâ€™s updated but every time I access my app it says I need to update, help please fix this!!!",1,Yes,UI Accessibility Issues (UI)
Annoying,"Requires update but doesnâ€™t give me an option to update or to ignore the message. Canâ€™t login, canâ€™t view messages, canâ€™t update",1,Yes,UI Accessibility Issues (UI)
Update 3,"It updated my
 App now wonâ€™t log on I even tried uninstalling and reinstalling it keeps saying I need to update and it has already updated ðŸ˜¡ðŸ¥µ",1,Yes,UI Accessibility Issues (UI)
3.0 update????,Iâ€™ve updated to the most recent version but it still says it needs to be updated and I canâ€™t get in at all through the app. Please fix ASAP.,1,Yes,UI Accessibility Issues (UI)
Update,Shouldâ€™ve never did the update on the mobile app it wonâ€™t take the message off my login screen,1,Yes,UI Accessibility Issues (UI)
New version,The most recent update I did today does not show the content of any messages. Please fix this bug!,1,Yes,UI Accessibility Issues (UI)
Bad service ! Watch your money,Terrible CUSTOMER SERVICE ! Terrible . Worst than sprint ! Long hold times very unprofessional . Very bad app took my money . They should be out of business I canâ€™t wait till they get sued,1,No,Non-Accessibility Issues (NO)
The worst!,Didnâ€™t have a problem before I did the latest 3.0 update and havenâ€™t been able to get on since!,1,Yes,UI Accessibility Issues (UI)
Update available but not really,"The app opens and tells me to update, but I have the most recent version. So basically it wonâ€™t open at all.",1,Yes,UI Accessibility Issues (UI)
Update isnâ€™t working,This app prompted me to do an update. I did the update and it continues to tell me to update the app when it has been updated. Now I am unable to use the app.,1,Yes,UI Accessibility Issues (UI)
Please help,App is not working keeps showing to updated but itâ€™s already has been updated. It will not let me do anything ðŸ˜¡ very big inconvenience!,1,Yes,UI Accessibility Issues (UI)
From a 5 to a .5,"I used to love this app, now every time I click on it Iâ€™m told to update the app to 3.0. Iâ€™ve already updated and Iâ€™m still promoted to update the app. Please fix this issue.",1,Yes,UI Accessibility Issues (UI)
Dark Mode Bugs,"Donâ€™t do the update!!! I canâ€™t send messages even after adding a contact. Also, I can see/read my previously stored messages.",1,Yes,UI Accessibility Issues (UI)
Needs to be revamped,App is not user friendly does not work at all constant disconnections only time the app doesnâ€™t go out is to make a payment!,1,Yes,UI Accessibility Issues (UI)
Latest update,The latest update doesn't allow us to send emails! It crashes as soon as you try to compose!,1,Yes,UI Accessibility Issues (UI)
Messaging doesnâ€™t work since latest update,"Fix the messaging process. Canâ€™t add an inmate, canâ€™t create a new message. Just blows you out of the app. Pathetic",1,Yes,UI Accessibility Issues (UI)
Terrible since new update,Ever since the new update it crashes every time i try to write a message wont let me send messages at all,1,Yes,UI Accessibility Issues (UI)
Help,I can't seem to find the correct facility through the app. I don't know if it's just me but under the New York state only one facility option is given.,1,Yes,Navigation and Interaction Problems (NAV)
horrible update.,"only options it gives me is debit link, trust fund deposit & pin debit. doesnâ€™t show the inmate names AT ALL. this update was a bad idea! I want the previous version BACK.",1,Yes,UI Accessibility Issues (UI)
Since recent update,"It says I need to update it but wonâ€™t let me do it, there is nowhere on the screen that gives me the option..",1,Yes,UI Accessibility Issues (UI)
Irritating,Since the app updated it hasnâ€™t allowed me to login. Not sure why other than that the app was OK just took to long for a response from my inmate,1,Yes,UI Accessibility Issues (UI)
Dumb,Did the update now the app keeps telling me that an update is available. Even uninstalled the app then reinstalled still getting the same issue smh,1,Yes,UI Accessibility Issues (UI)
Update ruined the app,"After the update, it no longer displays the correct balance or history.",1,Yes,UI Accessibility Issues (UI)
Itâ€™s been 2 weeks I canâ€™t see my messages,All Iâ€™m told its getting look into I wish it would get fix this how I communicate with my husband,1,No,Non-Accessibility Issues (NO)
Messages,Takes to long to receive messages and for the inmate to receive messages.,1,Yes,Navigation and Interaction Problems (NAV)
App does not work,Since updating all of my information disappeared! All of my messages are gone! And I cannot send messages,1,Yes,UI Accessibility Issues (UI)
New update,The new update for December 2019 does not work at all! I open the app to draft a message and it keeps closing the entire app! App needs another Update,1,Yes,UI Accessibility Issues (UI)
Total fail,Iâ€™ve updated the app to the 3.0 and yet every time I try to use the app it says I have to update! Iâ€™ve tried everything to no avail. How frustrating!!!!!!!,1,Yes,UI Accessibility Issues (UI)
Was working fine tell the update,It says update to version 3.0.0 thatâ€™s the version I have and wonâ€™t let me open the app fix it please,1,Yes,UI Accessibility Issues (UI)
Ugh,This new 3.0 whatever it is not working on my phone I have a iPhone 7 & it keep telling me to â€œupdateâ€ my app & I did itâ€™s just not working fix it please Thanks!,1,Yes,UI Accessibility Issues (UI)
Angry,App has been updated but it keeps saying I need to update and will not let me access the app at all even tho itâ€™s been downloaded and updated!!!!!,1,Yes,UI Accessibility Issues (UI)
App wonâ€™t open,After the new update my app wonâ€™t open itâ€™s stuck on a screen where it says app update available,1,Yes,UI Accessibility Issues (UI)
What a piece of junk!,Itâ€™s the only way to communicate with an inmate. Tonight it says I must update the app to v.3 and wonâ€™t let me use it. Iâ€™ve dowloaded the app currently in the app store. Still canâ€™t open it!,1,Yes,UI Accessibility Issues (UI)
Not working,I already updated the app but when trying to sign on itâ€™s telling me to update and the pop up wonâ€™t go away smfh,1,Yes,UI Accessibility Issues (UI)
Update,The update pop up will not go away at all even after itâ€™s been updated and I can not use the app because of it,1,Yes,UI Accessibility Issues (UI)
Update from Hell,"It keeps telling me thereâ€™s an update even after I UPDATED! It wonâ€™t allow me to read or send any messages because it keeps saying the update is available! 
 I UPDATED NOW GET RID OF THE STUPID THING BLOCKING EVERYTHING SAYING THERES AN UPDATE!",1,Yes,UI Accessibility Issues (UI)
New update!,The new update is stupid! I canâ€™t even get into it! My app if frozen up on thinking that it needs to be updated. I have about had it! This app is the worst!!!,1,Yes,UI Accessibility Issues (UI)
Payment declined,Actually the payments end up going through each time it said payment declined... I canâ€™t afford to play these games,1,No,Non-Accessibility Issues (NO)
Password reset,I requested a password reset several times and it says it's being mailed to me it's not in my junk folder it's never been sent,1,Yes,Input and Control Issues (INPUT)
Hello?,When I opened the app it tells me to update to the newest version and Iâ€™ve been trying so many times but itâ€™s not downloading! What do u expect me to do then?!,1,Yes,UI Accessibility Issues (UI)
